k 	 X         	Y      	 dx    	dy   	domain     	well 	  struc  	depth    	phi     	 kx      	 ky     	 Ax     	 Ay     	G    	 P    	WellBCs    	 rw
476	9392.31	5940	355.385	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
477	9798.46	5940	456.923	203.077	1	0	1365	1	0.1	0.01127	0.0061985	203.077	456.923	1365.5	0	0	0
478	10230	5940	406.154	203.077	1	0	1370	3	0.15	0.05635	0.0309925	609.231	1218.46	1371.5	0	0	0
479	10585.4	5940	304.615	203.077	1	0	1380	5	0.15	0.09016	0.049588	1015.38	1523.08	1382.5	0	0	0
480	10940.8	5940	406.154	203.077	1	0	1380	6	0.15	0.09016	0.049588	1218.46	2436.92	1383	0	0	0
481	11346.9	5940	406.154	203.077	1	0	1380	4	0.15	0.05635	0.0309925	812.308	1624.62	1382	0	0	0
482	11753.1	5940	406.154	203.077	1	0	1380	4	0.15	0.02254	0.012397	812.308	1624.62	1382	0	0	0
483	12159.2	5940	406.154	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
484	12565.4	5940	406.154	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
485	12920.8	5940	304.615	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
486	13200	5940	253.846	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
487	13453.8	5940	253.846	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
488	13834.6	5940	507.692	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
489	14266.2	5940	355.385	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
490	14596.2	5940	304.615	203.077	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
491	203.077	6193.85	406.154	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
492	634.615	6193.85	456.923	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
493	1116.92	6193.85	507.692	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
494	1624.62	6193.85	507.692	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
495	2132.31	6193.85	507.692	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
496	2538.46	6193.85	304.615	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
497	2817.69	6193.85	253.846	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
498	3223.85	6193.85	558.462	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
499	3630	6193.85	253.846	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
500	3909.23	6193.85	304.615	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
501	4264.62	6193.85	406.154	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
502	4772.31	6193.85	609.231	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
503	5330.77	6193.85	507.692	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
504	5838.46	6193.85	507.692	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
505	6270	6193.85	355.385	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
506	6752.31	6193.85	609.231	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
507	7323.46	6193.85	533.077	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
508	7920	6193.85	660	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
509	8580	6193.85	660	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
510	9062.31	6193.85	304.615	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
511	9392.31	6193.85	355.385	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
512	9798.46	6193.85	456.923	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
513	10230	6193.85	406.154	304.615	1	0	1365	1	0.1	0.028175	0.0154962	304.615	406.154	1365.5	0	0	0
514	10585.4	6193.85	304.615	304.615	1	0	1370	3	0.1	0.028175	0.0154962	913.846	913.846	1371.5	0	0	0
515	10940.8	6193.85	406.154	304.615	1	-11	1370	4	0.1	0.028175	0.0154962	1218.46	1624.62	1372	0	700	0.25
516	11346.9	6193.85	406.154	304.615	1	0	1380	3	0.1	0.028175	0.0154962	913.846	1218.46	1381.5	0	0	0
517	11753.1	6193.85	406.154	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
518	12159.2	6193.85	406.154	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
519	12565.4	6193.85	406.154	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
520	12920.8	6193.85	304.615	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
521	13200	6193.85	253.846	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
522	13453.8	6193.85	253.846	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
523	13834.6	6193.85	507.692	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
524	14266.2	6193.85	355.385	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
525	14596.2	6193.85	304.615	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
526	203.077	6498.46	406.154	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
527	634.615	6498.46	456.923	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
528	1116.92	6498.46	507.692	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
529	1624.62	6498.46	507.692	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
530	2132.31	6498.46	507.692	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
531	2538.46	6498.46	304.615	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
532	2817.69	6498.46	253.846	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
533	3223.85	6498.46	558.462	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
534	3630	6498.46	253.846	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
535	3909.23	6498.46	304.615	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
536	4264.62	6498.46	406.154	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
537	4772.31	6498.46	609.231	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
538	5330.77	6498.46	507.692	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
539	5838.46	6498.46	507.692	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
540	6270	6498.46	355.385	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
541	6752.31	6498.46	609.231	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
542	7323.46	6498.46	533.077	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
543	7920	6498.46	660	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
544	8580	6498.46	660	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
545	9062.31	6498.46	304.615	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
546	9392.31	6498.46	355.385	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
547	9798.46	6498.46	456.923	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
548	10230	6498.46	406.154	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
549	10585.4	6498.46	304.615	304.615	1	0	1365	1	0.25	0.01127	0.0061985	304.615	304.615	1365.5	0	0	0
550	10940.8	6498.46	406.154	304.615	1	0	1365	3	0.1	0.01127	0.0061985	913.846	1218.46	1366.5	0	0	0
551	11346.9	6498.46	406.154	304.615	1	0	1365	1	0.1	0.01127	0.0061985	304.615	406.154	1365.5	0	0	0
552	11753.1	6498.46	406.154	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
553	12159.2	6498.46	406.154	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
554	12565.4	6498.46	406.154	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
555	12920.8	6498.46	304.615	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
556	13200	6498.46	253.846	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
557	13453.8	6498.46	253.846	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
558	13834.6	6498.46	507.692	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
559	14266.2	6498.46	355.385	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
560	14596.2	6498.46	304.615	304.615	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0
